Age Range,Outcome,Gender,Datetime,Removal of more than outer clothing,Officer Defined Ethnicity,Object of Search,Latitude,Location,Longitude
10-17,A no further action disposal,Male,2022-09-10T14:34:00+00:00,,Black,Controlled drugs,51.539425,On or near Camden Town,-0.142748
25-34,A no further action disposal,Female,2022-09-10T08:50:00+00:00,,Asian,Offensive weapons,51.520417,On or near Theobald'S Road,-0.117490
25-34,A no further action disposal,Male,2022-09-10T08:45:00+00:00,,Asian,Offensive weapons,51.520417,On or near Theobald'S Road,-0.117490
10-17,A no further action disposal,Male,2022-09-10T17:05:00+00:00,,Black,Controlled drugs,51.541800,On or near Camden Gardens,-0.141657
over 34,Community resolution,Male,2022-09-10T17:30:00+00:00,,White,Controlled drugs,51.530183,On or near Crestfield Street,-0.123070
25-34,Arrest,Male,2022-09-10T17:35:00+00:00,,White,Controlled drugs,51.534817,On or near Unity Mews,-0.132843
18-24,A no further action disposal,Male,2022-09-10T16:50:00+00:00,,White,Controlled drugs,51.532553,On or near ,-0.122280
25-34,A no further action disposal,Male,2022-09-11T13:50:00+00:00,,White,Evidence of offences under the Act,51.526486,On or near Cambridge Gate Mews,-0.144515
25-34,A no further action disposal,Male,2022-09-11T11:30:00+00:00,,White,Controlled drugs,51.551215,On or near Charlton King'S Road,-0.132027
25-34,A no further action disposal,Male,2022-09-11T13:50:00+00:00,,Other,Controlled drugs,51.552363,On or near ,-0.141457
18-24,A no further action disposal,Male,2022-09-11T18:20:00+00:00,,White,Controlled drugs,51.553646,On or near Elaine Grove,-0.153825
18-24,A no further action disposal,Male,2022-09-11T18:20:00+00:00,,White,Controlled drugs,51.553646,On or near Elaine Grove,-0.153825
25-34,A no further action disposal,Male,2022-09-11T13:56:00+00:00,,Asian,Controlled drugs,51.535372,On or near A400,-0.135502
over 34,Arrest,Male,2022-09-11T21:04:00+00:00,,White,Stolen goods,51.525068,On or near ,-0.132780
25-34,A no further action disposal,Male,2022-09-11T20:11:00+00:00,,Asian,Controlled drugs,51.553798,On or near College Yard,-0.143505
25-34,A no further action disposal,Male,2022-09-11T21:33:00+00:00,,Black,Controlled drugs,51.553982,On or near Mansfield Road,-0.154604
,A no further action disposal,Male,2022-09-12T03:35:00+00:00,,Black,Offensive weapons,51.549971,On or near Hampstead Gate,-0.181638
18-24,A no further action disposal,Male,2022-09-12T03:45:00+00:00,,Black,Offensive weapons,51.551223,On or near Leverton Place,-0.140436
,A no further action disposal,Male,2022-09-11T21:30:00+00:00,,White,Controlled drugs,51.530183,On or near Crestfield Street,-0.123070
,A no further action disposal,Female,2022-09-09T10:27:00+00:00,,White,Controlled drugs,51.527347,On or near Judd Street,-0.124585
25-34,A no further action disposal,Male,2022-09-08T16:57:00+00:00,,White,Controlled drugs,51.525158,On or near ,-0.130291
over 34,A no further action disposal,Male,2022-09-12T09:30:00+00:00,,White,Controlled drugs,51.529798,On or near Drummond Crescent,-0.132212
18-24,A no further action disposal,Male,2022-09-12T10:00:00+00:00,,White,Controlled drugs,51.525158,On or near ,-0.130291
over 34,A no further action disposal,Male,2022-09-12T10:00:00+00:00,,White,Controlled drugs,51.525158,On or near ,-0.130291
over 34,A no further action disposal,Male,2022-09-12T10:30:00+00:00,,White,Controlled drugs,51.523916,On or near Euston Road,-0.143495
over 34,Arrest,Male,2022-09-12T11:40:00+00:00,,White,Controlled drugs,51.523916,On or near Euston Road,-0.143495
18-24,A no further action disposal,Male,2022-09-12T11:45:00+00:00,,Black,Controlled drugs,51.547196,On or near Finchley Road,-0.180724
18-24,A no further action disposal,Male,2022-09-12T11:45:00+00:00,,Black,Controlled drugs,51.547196,On or near Finchley Road,-0.180724
over 34,A no further action disposal,Female,2022-09-12T09:32:00+00:00,,White,Controlled drugs,51.527861,On or near Grafton Place,-0.131412
18-24,A no further action disposal,Male,2022-09-04T20:39:00+00:00,,White,Controlled drugs,51.540843,On or near ,-0.146541
10-17,Arrest,Male,2022-09-11T18:30:00+00:00,,White,Offensive weapons,51.553235,On or near Mansfield Road,-0.157995
over 34,A no further action disposal,Male,2022-09-13T03:42:00+00:00,,Asian,Articles for use in criminal damage,51.534237,On or near Cambridge Gardens,-0.193439
18-24,A no further action disposal,Female,2022-09-12T09:47:00+00:00,,White,Controlled drugs,51.525158,On or near ,-0.130291
18-24,A no further action disposal,Male,2022-09-12T09:47:00+00:00,,White,Controlled drugs,51.525158,On or near ,-0.130291
over 34,A no further action disposal,Male,2022-09-12T10:11:00+00:00,,White,Controlled drugs,51.523916,On or near Euston Road,-0.143495
10-17,A no further action disposal,Male,2022-09-11T18:38:00+00:00,,White,Offensive weapons,51.553235,On or near Mansfield Road,-0.157995
10-17,A no further action disposal,Male,2022-09-13T15:15:00+00:00,,White,Controlled drugs,51.551485,On or near Haverstock Road,-0.154749
25-34,Arrest,Male,2022-09-13T15:45:00+00:00,,White,Controlled drugs,51.525633,On or near ,-0.133363
10-17,Arrest,Male,2022-09-13T15:20:00+00:00,,Black,Stolen goods,51.546174,On or near Eton Road,-0.156709
over 34,A no further action disposal,Male,2022-09-14T09:00:00+00:00,,White,Controlled drugs,51.524049,On or near Warren Street,-0.139958
over 34,A no further action disposal,Male,2022-09-14T11:30:00+00:00,,White,Controlled drugs,51.529798,On or near Drummond Crescent,-0.132212
over 34,Arrest,Male,2022-09-14T11:40:00+00:00,,White,Controlled drugs,51.529798,On or near Drummond Crescent,-0.132212
10-17,A no further action disposal,Male,2022-09-14T15:15:00+00:00,,Other,Controlled drugs,51.544858,On or near Crogsland Road,-0.151959
,A no further action disposal,Male,2022-09-14T15:15:00+00:00,,Other,Controlled drugs,51.544049,On or near Adelaide Road,-0.153088
,A no further action disposal,Male,2022-09-14T15:15:00+00:00,,Other,Controlled drugs,51.544049,On or near Adelaide Road,-0.153088
,A no further action disposal,Male,2022-09-14T15:15:00+00:00,,Other,Controlled drugs,51.544049,On or near Adelaide Road,-0.153088
,A no further action disposal,Male,2022-09-14T15:15:00+00:00,,Other,Controlled drugs,51.544049,On or near Adelaide Road,-0.153088
over 34,A no further action disposal,Male,2022-09-14T13:50:00+00:00,,White,Offensive weapons,51.546603,On or near Healey Street,-0.145153
,A no further action disposal,Male,2022-09-14T17:10:00+00:00,,White,Stolen goods,51.517255,On or near ,-0.125562
,A no further action disposal,Male,2022-09-14T16:25:00+00:00,,Black,Controlled drugs,51.546773,On or near West Hampstead,-0.190563
,A no further action disposal,Male,2022-09-15T12:31:00+00:00,,Black,Controlled drugs,51.523252,On or near ,-0.127189
over 34,A no further action disposal,Female,2022-09-08T22:53:00+00:00,,White,Controlled drugs,51.516295,On or near ,-0.129487
,A no further action disposal,Male,2022-09-15T09:52:00+00:00,,White,Stolen goods,51.536322,On or near Prince Albert Road,-0.146667
,A no further action disposal,Male,2022-09-15T09:52:00+00:00,,White,Stolen goods,51.536322,On or near Prince Albert Road,-0.146667
,A no further action disposal,Male,2022-09-15T09:52:00+00:00,,White,Stolen goods,51.536322,On or near Prince Albert Road,-0.146667
,A no further action disposal,Male,2022-09-15T09:52:00+00:00,,White,Stolen goods,51.536322,On or near Prince Albert Road,-0.146667
10-17,Arrest,Male,2022-09-15T18:50:00+00:00,,White,Stolen goods,51.523916,On or near Euston Road,-0.143495
10-17,Arrest,Male,2022-09-15T18:50:00+00:00,,White,Stolen goods,51.523916,On or near Euston Road,-0.143495
10-17,Arrest,Male,2022-09-15T18:50:00+00:00,,White,Stolen goods,51.523916,On or near Euston Road,-0.143495
10-17,Arrest,Male,2022-09-15T18:50:00+00:00,,White,Stolen goods,51.523916,On or near Euston Road,-0.143495
over 34,Arrest,Male,2022-09-15T11:30:00+00:00,,Black,Offensive weapons,51.536275,On or near Oxford Road,-0.191470
25-34,A no further action disposal,Male,2022-09-16T14:00:00+00:00,,Black,Controlled drugs,51.539425,On or near Camden Town,-0.142748
18-24,Arrest,Male,2022-09-16T12:07:00+00:00,,Asian,Controlled drugs,51.551958,On or near Southampton Road,-0.157427
,A no further action disposal,Male,2022-09-16T09:12:00+00:00,,White,Controlled drugs,51.517482,On or near Coptic Street,-0.126259
over 34,Arrest,Male,2022-09-16T21:30:00+00:00,,White,Offensive weapons,51.523916,On or near Euston Road,-0.143495
over 34,A no further action disposal,Male,2022-09-16T22:30:00+00:00,,White,Controlled drugs,51.523916,On or near Euston Road,-0.143495
over 34,A no further action disposal,Female,2022-09-16T23:10:00+00:00,,White,Controlled drugs,51.526435,On or near Endsleigh Gardens,-0.131658
over 34,A no further action disposal,Male,2022-09-16T23:10:00+00:00,,White,Controlled drugs,51.526435,On or near Endsleigh Gardens,-0.131658
over 34,A no further action disposal,Male,2022-09-16T23:15:00+00:00,,White,Controlled drugs,51.526430,On or near Endsleigh Street,-0.131326
18-24,A no further action disposal,Male,2022-09-16T22:25:00+00:00,,White,Stolen goods,51.522869,On or near Roger Street,-0.115068
18-24,A no further action disposal,Male,2022-09-16T20:50:00+00:00,,Black,Controlled drugs,51.530183,On or near Crestfield Street,-0.123070
18-24,A no further action disposal,Male,2022-09-16T22:23:00+00:00,,Asian,Stolen goods,51.522869,On or near Roger Street,-0.115068
over 34,Arrest,Male,2022-09-17T01:05:00+00:00,,White,Controlled drugs,51.523916,On or near Euston Road,-0.143495
over 34,A no further action disposal,Male,2022-09-16T23:20:00+00:00,,White,Controlled drugs,51.526435,On or near Endsleigh Gardens,-0.131658
over 34,A no further action disposal,Male,2022-09-17T01:02:00+00:00,,White,Controlled drugs,51.523916,On or near Euston Road,-0.143495
over 34,A no further action disposal,Female,2022-09-17T01:09:00+00:00,,White,Controlled drugs,51.523916,On or near Euston Road,-0.143495
over 34,A no further action disposal,Male,2022-09-16T23:16:00+00:00,,Black,Controlled drugs,51.526430,On or near Endsleigh Street,-0.131326
over 34,A no further action disposal,Male,2022-09-17T01:00:00+00:00,,White,Controlled drugs,51.530183,On or near Crestfield Street,-0.123070
over 34,A no further action disposal,Female,2022-09-17T03:27:00+00:00,,White,Controlled drugs,51.529849,On or near Belgrove Street,-0.123588
over 34,A no further action disposal,Male,2022-09-17T01:04:00+00:00,,Black,Controlled drugs,51.523916,On or near Euston Road,-0.143495
over 34,A no further action disposal,Male,2022-09-16T23:10:00+00:00,,Asian,Controlled drugs,51.526435,On or near Endsleigh Gardens,-0.131658
25-34,A no further action disposal,Female,2022-09-17T03:00:00+00:00,,Black,Controlled drugs,51.529278,On or near Argyle Square,-0.122156
over 34,A no further action disposal,Male,2022-09-17T03:10:00+00:00,,White,Controlled drugs,51.525828,On or near ,-0.129693
over 34,A no further action disposal,Male,2022-09-17T03:11:00+00:00,,Black,Controlled drugs,51.525828,On or near ,-0.129693
over 34,Arrest,Male,2022-09-17T00:45:00+00:00,,White,Offensive weapons,51.546773,On or near West Hampstead,-0.190563
over 34,A no further action disposal,Male,2022-09-17T03:27:00+00:00,,White,Controlled drugs,51.529849,On or near Belgrove Street,-0.123588
over 34,A no further action disposal,Male,2022-09-17T15:02:00+00:00,,White,Controlled drugs,51.518911,On or near ,-0.122856
,A no further action disposal,Male,2022-09-17T15:02:00+00:00,,,Controlled drugs,51.518600,On or near ,-0.123056
,A no further action disposal,Male,2022-09-17T18:05:00+00:00,,White,Controlled drugs,51.526149,On or near Langton Close,-0.115466
over 34,A no further action disposal,Male,2022-09-17T18:10:00+00:00,,Black,Controlled drugs,51.525552,On or near Mecklenburgh Square,-0.118027
,A no further action disposal,Male,2022-09-17T18:10:00+00:00,,White,Controlled drugs,51.526163,On or near Pakenham Street,-0.114687
10-17,A no further action disposal,Male,2022-09-17T20:44:00+00:00,,Black,Offensive weapons,51.552363,On or near ,-0.141457
25-34,A no further action disposal,Male,2022-09-13T10:54:00+00:00,,Black,Evidence of offences under the Act,51.527412,On or near Cobourg Street,-0.136015
over 34,Arrest,Male,2022-09-17T22:53:00+00:00,,White,Controlled drugs,51.525189,On or near ,-0.135889
over 34,A no further action disposal,Male,2022-09-18T21:11:00+00:00,,White,Stolen goods,51.539725,On or near Early Mews,-0.144625
18-24,Community resolution,Male,2022-09-18T12:12:00+00:00,,Black,Stolen goods,51.548680,On or near ,-0.129823
18-24,A no further action disposal,Male,2022-09-18T13:45:00+00:00,,Black,Controlled drugs,51.527327,On or near Sidmouth Mews,-0.119382
over 34,A no further action disposal,Female,2022-09-18T11:42:00+00:00,,White,Controlled drugs,51.514010,On or near ,-0.124528
,A no further action disposal,Male,2022-09-18T11:30:00+00:00,,White,Controlled drugs,51.514010,On or near ,-0.124528
over 34,A no further action disposal,Male,2022-09-18T21:03:00+00:00,,Other,Articles for use in criminal damage,51.526338,On or near Attneave Street,-0.111594
,A no further action disposal,Male,2022-09-18T15:16:00+00:00,,,Controlled drugs,51.545440,On or near Castle Mews,-0.146672
over 34,A no further action disposal,Male,2022-09-19T12:00:00+00:00,,White,Controlled drugs,51.524083,On or near ,-0.124589
18-24,Arrest,Male,2022-09-17T22:56:00+00:00,,White,Controlled drugs,51.525189,On or near ,-0.135889
over 34,Arrest,Male,2022-09-19T11:15:00+00:00,,White,Controlled drugs,51.527327,On or near Sidmouth Mews,-0.119382
over 34,A no further action disposal,Male,2022-09-19T10:30:00+00:00,,White,Controlled drugs,51.516820,On or near Dyott Street,-0.127583
over 34,A no further action disposal,Male,2022-09-19T10:50:00+00:00,,Black,Controlled drugs,51.518072,On or near Morwell Street,-0.131077
over 34,A no further action disposal,Male,2022-09-19T10:52:00+00:00,,Black,Controlled drugs,51.518072,On or near Morwell Street,-0.131077
over 34,A no further action disposal,Male,2022-09-19T13:00:00+00:00,,White,Controlled drugs,51.523916,On or near Euston Road,-0.143495
over 34,Arrest,Male,2022-09-19T13:00:00+00:00,,White,Controlled drugs,51.523916,On or near Euston Road,-0.143495
over 34,A no further action disposal,Male,2022-09-19T13:25:00+00:00,,White,Controlled drugs,51.530967,On or near Phoenix Road,-0.131645
,A no further action disposal,Male,2022-09-19T13:00:00+00:00,,White,Controlled drugs,51.523916,On or near Euston Road,-0.143495
18-24,Arrest,Male,2022-09-01T23:14:00+00:00,,White,Controlled drugs,51.546939,On or near Belsize Park,-0.172831
over 34,Arrest,Male,2022-09-19T14:20:00+00:00,,Black,Controlled drugs,51.530574,On or near ,-0.120711
25-34,A no further action disposal,Male,2022-09-19T11:43:00+00:00,,White,Controlled drugs,51.529849,On or near Belgrove Street,-0.123588
over 34,A no further action disposal,Male,2022-09-19T14:47:00+00:00,,Asian,Stolen goods,51.536275,On or near Oxford Road,-0.191470
10-17,A no further action disposal,Male,2022-09-19T12:45:00+00:00,,White,Controlled drugs,51.553982,On or near Mansfield Road,-0.154604
,A no further action disposal,Male,2022-09-19T16:18:00+00:00,,Black,Offensive weapons,51.549092,On or near St Cuthberts Road,-0.204563
,A no further action disposal,Male,2022-09-19T17:37:00+00:00,,Black,Controlled drugs,51.532396,On or near Neville Close,-0.128227
,A no further action disposal,Male,2022-09-19T20:51:00+00:00,,Asian,Controlled drugs,51.551223,On or near Leverton Place,-0.140436
18-24,A no further action disposal,Male,2022-09-19T14:00:00+00:00,,White,Controlled drugs,51.527861,On or near Grafton Place,-0.131412
18-24,Community resolution,Male,2022-09-19T14:00:00+00:00,,White,Controlled drugs,51.527861,On or near Grafton Place,-0.131412
10-17,A no further action disposal,Male,2022-09-19T14:00:00+00:00,,White,Controlled drugs,51.527861,On or near Grafton Place,-0.131412
25-34,Arrest,Male,2022-09-19T20:55:00+00:00,,Black,Controlled drugs,51.539425,On or near Camden Town,-0.142748
18-24,A no further action disposal,Male,2022-09-20T00:10:00+00:00,,Black,Controlled drugs,51.552252,On or near Hillfield Road,-0.198365
18-24,Community resolution,Female,2022-09-20T00:00:00+00:00,,Black,Controlled drugs,51.552252,On or near Hillfield Road,-0.198365
over 34,A no further action disposal,Male,2022-09-06T13:13:00+00:00,,White,Stolen goods,51.536275,On or near Oxford Road,-0.191470
,A no further action disposal,Male,2022-09-20T03:30:00+00:00,,Black,Controlled drugs,51.530183,On or near Crestfield Street,-0.123070
,A no further action disposal,Male,2022-09-20T03:10:00+00:00,,Black,Controlled drugs,51.523916,On or near Euston Road,-0.143495
